GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017,respop72018,
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017,Population Estimate (as of July 1) - 2018,
0500000US48443,48443,"Terrell County, Texas",984,984,1011,950,921,891,910,870,824,820,823,REP
0500000US48445,48445,"Terry County, Texas",12651,12651,12682,12660,12632,12714,12795,12757,12779,12458,12287,REP
0500000US48447,48447,"Throckmorton County, Texas",1641,1641,1639,1637,1610,1606,1613,1559,1537,1519,1515,REP
0500000US48449,48449,"Titus County, Texas",32334,32334,32421,32454,32627,32607,32530,32697,32583,32806,33033,REP
0500000US48451,48451,"Tom Green County, Texas",110224,110228,110678,111740,113300,114676,116327,117501,117625,117689,118189,REP
0500000US48453,48453,"Travis County, Texas",1024266,1024462,1030539,1061719,1097072,1122585,1152758,1180173,1206383,1227771,1248743,DEM
0500000US48455,48455,"Trinity County, Texas",14585,14675,14729,14684,14372,14446,14300,14544,14552,14710,14740,REP
0500000US48457,48457,"Tyler County, Texas",21766,21760,21760,21666,21494,21500,21457,21372,21432,21523,21696,REP
0500000US48459,48459,"Upshur County, Texas",39309,39315,39379,39730,39919,39762,40286,40339,40809,41151,41260,REP
0500000US48461,48461,"Upton County, Texas",3355,3349,3338,3285,3263,3387,3483,3656,3699,3661,3671,REP
0500000US48463,48463,"Uvalde County, Texas",26405,26405,26443,26589,26752,26920,27046,26968,27088,27098,26846,REP
0500000US48465,48465,"Val Verde County, Texas",48879,48879,48980,48980,48991,49069,48877,48951,49003,49096,49208,DEM
0500000US48467,48467,"Van Zandt County, Texas",52579,52560,52589,52495,52217,52341,52799,53444,54378,55202,56019,REP
0500000US48469,48469,"Victoria County, Texas",86793,86793,86876,87550,89115,90076,91059,92178,92475,92103,92035,REP
0500000US48471,48471,"Walker County, Texas",67861,67861,68243,68407,68605,69414,70086,70861,71887,72383,72480,REP
0500000US48473,48473,"Waller County, Texas",43205,43277,43524,44109,44353,45431,46794,48663,50069,51285,53126,REP
0500000US48475,48475,"Ward County, Texas",10658,10658,10593,10671,10823,11208,11574,11633,11580,11423,11720,REP
0500000US48477,48477,"Washington County, Texas",33718,33695,33703,33955,33928,34201,34404,34833,34736,34897,35108,REP
0500000US48479,48479,"Webb County, Texas",250304,250304,251391,255981,260722,264632,267732,270120,272520,273982,275910,DEM
0500000US48481,48481,"Wharton County, Texas",41280,41280,41281,41289,41149,41142,41124,41426,41668,41916,41619,REP
0500000US48483,48483,"Wheeler County, Texas",5410,5406,5387,5447,5592,5719,5699,5664,5529,5326,5191,REP
0500000US48485,48485,"Wichita County, Texas",131500,131665,131800,130785,131691,132198,132649,131034,131443,131899,132064,REP
0500000US48487,48487,"Wilbarger County, Texas",13535,13535,13511,13454,13293,13207,12991,13067,12904,12747,12820,REP
0500000US48489,48489,"Willacy County, Texas",22134,22136,22227,22171,22219,22043,21966,21902,21813,21574,21515,DEM
0500000US48491,48491,"Williamson County, Texas",422679,422501,426284,442014,455788,470104,488041,507104,527474,545948,566719,REP
0500000US48493,48493,"Wilson County, Texas",42918,42913,43057,43670,44361,45230,46161,47185,48205,49215,50224,REP
0500000US48495,48495,"Winkler County, Texas",7110,7110,7087,7166,7373,7638,7826,8013,7876,7574,7720,REP
0500000US48497,48497,"Wise County, Texas",59127,59100,59101,59949,60414,61012,61705,62857,64466,65863,68305,REP
0500000US48499,48499,"Wood County, Texas",41964,41959,41981,42093,42387,42351,42774,43119,43760,44291,45129,REP
0500000US48501,48501,"Yoakum County, Texas",7879,7879,7851,7972,8058,8226,8404,8648,8651,8562,8591,REP
0500000US48503,48503,"Young County, Texas",18550,18550,18522,18353,18278,18358,18278,18165,18105,17978,18045,REP
0500000US48505,48505,"Zapata County, Texas",14018,14018,14087,14229,14285,14403,14404,14511,14456,14283,14190,DEM
0500000US48507,48507,"Zavala County, Texas",11677,11677,11728,11878,12022,12207,12259,12322,12127,11965,11983,DEM
